wikipedia_movie_id,freebase_movie_id,movie_name,movie_release_date,movie_box_office_revenue_x,movie_runtime,movie_languages,movie_countries,movie_genres,Unnamed: 0,budget,opening_weekend,rating_score,producer,release_year
975900,/m/03vyhn,Ghosts of Mars,2001.0,14010832.0,98.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Supernatural', 'Action', 'Space western']",1163,28000000.0,3804452.0,4.9,John Carpenter,2001.0
171005,/m/016ywb,Henry V,1989.0,10161099.0,137.0,['English Language'],['United Kingdom'],"['Costume drama', 'War film', 'Epic', 'Period piece', 'Drama', 'Film adaptation']",1164,9000000.0,64933.0,7.5,Kenneth Branagh,1989.0
77856,/m/0kcn7,Mary Poppins,1964.0,102272727.0,139.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Musical', 'Fantasy', 'Comedy', 'Drama', 'Family Film', ""Children's Fantasy""]",1165,6000000.0,,7.8,Robert Stevenson,1965.0
612710,/m/02wjqm,New Rose Hotel,1999.0,21521.0,92.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Future noir', 'Indie', 'Erotic thriller', 'Fantasy', 'Film adaptation', 'Drama']",254,,5147.0,5.2,Abel Ferrara,1999.0
156558,/m/014k4y,Baby Boy,2001.0,29381649.0,123.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Coming of age']",1166,16000000.0,8606403.0,6.5,John Singleton,2001.0
1364293,/m/04wy0v,They Knew What They Wanted,1940.0,932000.0,96.0,['English Language'],['United States of America'],"['Romance Film', 'Marriage Drama', 'Drama', 'Black-and-white']",501,,,6.0,Garson Kanin,1940.0
261237,/m/01mrrd,The Gods Must Be Crazy,1980.0,34331783.0,109.0,"['Afrikaans Language', 'English Language']",['South Africa'],"['Adventure', 'Action/Adventure', 'Indie', 'World cinema', 'Cult', 'Adventure Comedy', 'Comedy', 'Slapstick']",1167,5000000.0,,7.3,Jamie Uys,1984.0
12008535,/m/02vlsqt,Rudo y Cursi,2008.0,11091868.0,103.0,['Spanish Language'],"['Mexico', 'United States of America']","['Sports', 'Drama', 'Family Drama', 'Comedy-drama', 'Comedy']",1168,,211460.0,6.7,Carlos Cuarón,2009.0
4951456,/m/0cws46,Kinjite: Forbidden Subjects,1989.0,3416846.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller']",1169,5000000.0,1029058.0,5.5,J. Lee Thompson,1989.0
5708633,/m/0f0d1p,The Great New Wonderful,2006.0,172055.0,87.0,['English Language'],['United States of America'],"['Drama', 'Ensemble Film', 'Comedy-drama', 'Indie']",1170,500000.0,39712.0,5.5,Danny Leiner,2005.0
12053509,/m/02vn81r,Loverboy,1989.0,3960327.0,98.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",1171,8500000.0,1653102.0,6.1,Joan Micklin Silver,1989.0
7028314,/m/0h10pz,The Little Hut,1957.0,3600000.0,90.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",1172,1662000.0,,5.6,Mark Robson,1957.0
12788657,/m/02x4zpv,The Boston Strangler,1968.0,17810894.0,116.0,['English Language'],['United States of America'],"['Crime Fiction', 'Mystery', 'Thriller', 'Drama', 'Crime Thriller']",1173,4100000.0,,7.0,Richard Fleischer,1968.0
3873713,/m/0b4f1s,Lee Dae-ro Can't Die,2005.0,4736013.0,108.0,['Korean Language'],['South Korea'],"['Action', 'Comedy']",1174,,,6.3,Yeong-eun Lee,2005.0
164387,/m/015wmg,...And Justice for All,1979.0,33300000.0,120.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Comedy-drama', 'Mystery', 'Satire', 'Drama', 'Comedy', 'Legal drama', 'Courtroom Drama', 'New Hollywood', 'Suspense']",94,6000000.0,,7.4,Norman Jewison,1979.0
24282217,/m/07sb8_t,The Naked Kitchen,2009.0,638181.0,102.0,['Korean Language'],['South Korea'],"['World cinema', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1175,,,5.7,Ji-Yeong Hong,2009.0
7767613,/m/026ccts,Star!,1968.0,4000000.0,176.0,['English Language'],['United States of America'],"['Biography', 'Musical', 'Drama', 'Biopic [feature]', 'Biographical film', 'Musical Drama']",1176,14000000.0,,6.4,Robert Wise,1968.0
164388,/m/015wmt,The Great Santini,1979.0,4702575.0,115.0,['English Language'],['United States of America'],"['Family Drama', 'Drama']",95,4000000.0,83527.0,7.1,Lewis John Carlino,1979.0
22985953,/m/064kyn2,Beachhead,1954.0,1400000.0,90.0,[],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",1177,450000.0,,5.6,Stuart Heisler,1954.0
3550323,/m/09kzfd,Things to Do in Denver When You're Dead,1995.0,529677.0,115.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Comedy', 'Crime Thriller', 'Suspense']",1178,7000000.0,44108.0,6.7,Gary Fleder,1995.0
1765938,/m/05v5ws,Convoy,1978.0,45000000.0,111.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Comedy']",1179,12000000.0,,6.3,Sam Peckinpah,1978.0
1305819,/m/04rjwf,C.H.U.D.,1984.0,4650000.0,96.0,['English Language'],['United States of America'],"['Monster movie', 'Natural horror films', 'Science Fiction', 'B-movie', 'Creature Film', 'Cult', 'Drama', 'Horror', 'Slasher']",1180,1250000.0,1762922.0,5.6,Douglas Cheek,1984.0
1031231,/m/03_wh5,"Black Cat, White Cat",1998.0,351447.0,135.0,"['Romani language', 'Italian Language', 'Serbo-Croatian', 'Bulgarian Language', 'Serbian language', 'German Language']","['France', 'Yugoslavia', 'Germany']","['Romantic comedy', 'Comedy', 'Music', 'Comedy of Errors', 'Romance Film', 'Slapstick']",404,,,8.0,Emir Kusturica,1998.0
6305925,/m/0g08ws,The Astronaut Farmer,2006.0,11130889.0,104.0,"['English Language', 'Spanish Language']",['United States of America'],"['Science Fiction', 'Americana', 'Drama', 'Adventure', 'Indie']",1181,13000000.0,4454319.0,6.3,Michael Polish,2007.0
196176,/m/01bwgr,Straw Dogs,1971.0,11148828.0,118.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Drama']",1182,3251794.0,,7.4,Sam Peckinpah,1971.0
748616,/m/03813g,"Spring, Summer, Fall, Winter... and Spring",2003.0,9524745.0,95.0,['Korean Language'],"['South Korea', 'Germany']","['Drama', 'World cinema']",1183,,42561.0,8.0,Kim Ki-duk,2004.0
336846,/m/01xlqd,Grease,1978.0,394589888.0,225.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Musical', 'Comedy', 'Romance Film', 'Teen']",1184,6000000.0,8941717.0,7.2,Randal Kleiser,1978.0
3033993,/m/08m1s2,Becoming Jane,2007.0,37311672.0,112.0,['English Language'],"['Ireland', 'United Kingdom']","['Biography', 'Costume drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Romance Film', 'Biographical film']",1185,16500000.0,972066.0,7.0,Julian Jarrold,2007.0
103021,/m/0p_sc,Midnight Express,1978.0,35000000.0,121.0,"['French Language', 'English Language']","['United States of America', 'United Kingdom']","['Thriller', 'LGBT', 'Indie', 'Crime Fiction', 'Escape Film', 'Biopic [feature]', 'Drama', 'Biographical film', 'Prison', 'Adventure']",1186,2300000.0,,7.5,Alan Parker,1978.0
1940449,/m/067p6m,RoboCop 3,1993.0,10600000.0,105.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Science Fiction', 'Superhero movie', 'Action/Adventure', 'Action']",1187,22000000.0,4304829.0,4.2,Fred Dekker,1993.0
6703617,/m/0gj6pd,The Forbidden Kingdom,2008.0,127906624.0,105.0,"['Standard Mandarin', 'English Language', 'Standard Cantonese']","['United States of America', 'Hong Kong', 'China']","['Wuxia', 'Fantasy Adventure', 'Adventure', 'Action/Adventure', 'Period piece', 'Martial Arts Film', 'Fantasy', 'Romance Film', 'Action', 'Chinese Movies']",1188,55000000.0,21401121.0,6.5,Rob Minkoff,2008.0
362719,/m/01_mdl,Superman,1978.0,300218018.0,151.0,['English Language'],"['United States of America', 'United Kingdom']","['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', 'Family Film', 'Action']",1189,55000000.0,7465343.0,7.4,Richard Donner,1978.0
4459059,/m/0c3lr0,Trial and Error,1997.0,14598571.0,99.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Slapstick', 'Comedy', 'Indie']",1190,,4903529.0,5.8,Jonathan Lynn,1997.0
3681139,/m/09v460,Necessary Roughness,1991.0,26255594.0,108.0,['English Language'],['United States of America'],"['Sports', 'Comedy']",1191,13500000.0,6513130.0,6.2,Stan Dragoti,1991.0
5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,152523164.0,117.0,['English Language'],"['United States of America', 'United Kingdom']","['Crime Fiction', 'Tragedy', 'Horror', 'Supernatural', 'Musical', 'Drama']",1192,50000000.0,9300805.0,7.3,Tim Burton,2007.0
171058,/m/016z5x,Chaplin,1992.0,9493259.0,145.0,['English Language'],"['France', 'United States of America', 'Italy', 'United Kingdom']","['Biography', 'Indie', 'Costume drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Biographical film']",1193,31000000.0,84669.0,7.5,Richard Attenborough,1993.0
2608958,/m/07rf_1,Nothing to Lose,1997.0,44480039.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']",1194,25000000.0,11617767.0,6.7,Steve Oedekerk,1997.0
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984.0,32980880.0,91.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']",851,2600000.0,11183148.0,6.0,Joseph Zito,1984.0
31686022,/m/04j35n6,I'm Losing You,1998.0,13996.0,81.0,['English Language'],['United States of America'],"['Ensemble Film', 'Family Drama', 'Drama', 'Indie', 'Film adaptation']",1195,,7027.0,5.0,Bruce Wagner,1998.0
24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991.0,869235.0,107.0,['English Language'],['United States of America'],"['Sword and sorcery', 'Science Fiction', 'Action', 'Fantasy', 'Adventure']",1196,6000000.0,381889.0,4.1,Sylvio Tabet,1991.0
12490207,/m/02w8rhv,Over the Rainbow,2002.0,2549834.0,109.0,"['Korean Language', 'Cantonese']",['South Korea'],"['Romantic comedy', 'Thriller', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film']",1197,,,7.0,Jin-woo Ahn,2002.0
3883051,/m/0b4y0r,National Lampoon's Class Reunion,1982.0,10054150.0,84.0,['English Language'],['United States of America'],"['Parody', 'Indie', 'Gross-out film', 'Satire', 'Comedy', 'Gross out', 'Slasher', 'Horror Comedy']",1198,,3086525.0,4.6,Michael Miller,1982.0
207680,/m/01dh6f,Nell,1994.0,106683817.0,112.0,['English Language'],['United States of America'],['Drama'],1199,24500000.0,62663.0,6.5,Michael Apted,1994.0
1858682,/m/061nbd,Monkey Business,1952.0,2000000.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Black-and-white']",654,,,6.9,Howard Hawks,1952.0
7235116,/m/0kv17w,Someone to Watch Over Me,1987.0,10278549.0,106.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama']",1200,12800000.0,2908796.0,6.1,Ridley Scott,1987.0
5254729,/m/0db2z1,I Could Never Be Your Woman,2007.0,9576495.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",1201,24000000.0,,6.0,Amy Heckerling,2007.0
19168185,/m/04ldc1b,9 Dead Gay Guys,2003.0,26377.0,83.0,['English Language'],['United Kingdom'],"['LGBT', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Black comedy']",1202,,3462.0,6.2,Lab Ky Mo,2003.0
27504492,/m/0gkss5y,Cyrano Agency,2010.0,17917697.0,119.0,['Korean Language'],['South Korea'],"['Romantic comedy', 'Drama']",1203,,,6.4,Hyun-seok Kim,2010.0
20506905,/m/04zy_f7,Perrier's Bounty,2010.0,160430.0,88.0,['English Language'],"['Ireland', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Crime Comedy', 'Action/Adventure', 'Drama', 'Comedy', 'Crime Thriller', 'Action']",1204,,828.0,6.3,Ian Fitzgibbon,2010.0
6004372,/m/0fk60h,Grace of My Heart,1996.0,617632.0,116.0,['English Language'],['United States of America'],"['Film à clef', 'Period piece', 'Musical', 'Drama', 'Comedy', 'Feminist Film', 'Musical Drama', 'Indie']",1205,5000000.0,173654.0,6.7,Allison Anders,1996.0
12091274,/m/02vpjr8,Puccini for Beginners,2007.0,110864.0,81.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Screwball comedy', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']",1206,,13380.0,6.0,Maria Maggenti,2007.0
7582987,/m/0kvbs2,The Ghost of Slumber Mountain,,100000.0,19.0,['English Language'],['United States of America'],"['Short Film', 'Science Fiction', 'Silent film', 'Indie', 'Black-and-white']",1207,3000.0,,6.0,Willis H. O'Brien,1918.0
24021571,/m/07kbj2s,Just Wright,2010.0,21570263.0,101.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sports', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1208,,8284989.0,5.9,Sanaa Hamri,2010.0
1226289,/m/04k12v,Bless the Child,2000.0,40443010.0,107.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Mystery', 'Horror', 'Supernatural']",460,65000000.0,9413684.0,5.1,Chuck Russell,2000.0
3475071,/m/09fgyt,The Program,1993.0,23032565.0,112.0,"['German Language', 'English Language']",['United States of America'],"['Sports', 'Action', 'Drama']",1209,15000000.0,6821931.0,6.5,David S. Ward,1993.0
44218,/m/0c1p3,San Francisco,1936.0,2868000.0,115.0,['English Language'],['United States of America'],"['Disaster', 'Romance Film', 'Drama', 'Natural disaster', 'Black-and-white']",6,1300000.0,,7.1,W.S. Van Dyke,1936.0
7752732,/m/0kvgjd,The Comebacks,2007.0,13539154.0,84.0,['English Language'],['United States of America'],"['Parody', 'Sports', 'Comedy']",1210,20000000.0,5554594.0,4.3,Tom Brady,2007.0
3809621,/m/0b13hz,Brides,2004.0,4928000.0,121.0,"['Greek Language', 'Turkish Language', 'English Language', 'Russian Language']",['Greece'],"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']",1100,,,7.6,Pantelis Voulgaris,2004.0
1307956,/m/04rq8l,Stage Beauty,2004.0,2153070.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['LGBT', 'Romantic comedy', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1211,,38654.0,7.1,Richard Eyre,2004.0
2216254,/m/06wmyc,Jefferson in Paris,1995.0,2473668.0,134.0,['English Language'],"['France', 'United States of America', 'United Kingdom']","['Biography', 'Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",1212,14000000.0,61349.0,5.7,James Ivory,1995.0
28530363,/m/0crs5bt,The Way,2010.0,4430765.0,123.0,"['English Language', 'Spanish Language']","['United States of America', 'Spain']","['Drama', 'Adventure', 'Comedy']",1213,,110418.0,7.3,Emilio Estevez,2010.0
30548208,/m/0g9wdmc,The Iron Lady,2011.0,114943631.0,104.0,['English Language'],"['France', 'United Kingdom']","['Biography', 'Drama']",1214,13000000.0,220409.0,6.4,Phyllida Lloyd,2012.0
1964091,/m/069dl1,Next,2007.0,76066841.0,95.0,"['French Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Action']",1215,70000000.0,7133049.0,6.2,Lee Tamahori,2007.0
6721185,/m/0gkjmf,Go Fish,1994.0,2408311.0,83.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Romance Film']",1216,15000.0,,5.7,Rose Troche,1994.0
3917900,/m/0b6qmv,The Contract,2006.0,5549200.0,96.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",1116,25000000.0,,5.6,Bruce Beresford,2007.0
22358819,/m/05szq8z,Clash of the Titans,2010.0,493214993.0,96.0,['English Language'],"['United States of America', 'United Kingdom']","['Adventure', 'Remake', 'Action/Adventure', 'Fantasy', 'Drama', 'Action']",1217,125000000.0,61235105.0,5.8,Louis Leterrier,2010.0
706803,/m/034f7w,G.I. Jane,1997.0,97169156.0,125.0,['English Language'],['United States of America'],"['Action', 'Drama']",1218,50000000.0,11094241.0,6.0,Ridley Scott,1997.0
1851703,/m/060__7,Snow Falling on Cedars,1999.0,23049593.0,125.0,"['Japanese Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Mystery', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Courtroom Drama']",1219,35000000.0,32135.0,6.7,Scott Hicks,2000.0
3917873,/m/0b6qm3,Chitty Chitty Bang Bang,1968.0,7800000.0,144.0,['English Language'],['United Kingdom'],"['Musical', 'Family Film', 'Fantasy', 'Comedy', 'Family-Oriented Adventure']",1220,10000000.0,,6.9,Ken Hughes,1968.0
444919,/m/02991z,The Redhead from Wyoming,1953.0,1100000.0,81.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Action', 'Romance Film']",201,,,6.1,Lee Sholem,1953.0
3670013,/m/09thsq,Harlow,1965.0,1000000.0,109.0,['English Language'],['United States of America'],"['Biographical film', 'Biography', 'Drama', 'Black-and-white']",1079,2500000.0,,5.6,Gordon Douglas,1965.0
11599737,/m/02rl3k7,26 Years Diary,2007.0,3614835.0,131.0,"['Japanese Language', 'Korean Language']","['Japan', 'South Korea']","['Drama', 'Biographical film', 'Japanese Movies']",1221,,,6.2,Junji Hanado,2007.0
1033477,/m/040280,Godsend,2004.0,30114487.0,102.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Psychological thriller', 'Drama']",408,25000000.0,6900000.0,4.8,Frank M. Calo,2004.0
24300269,/m/07s52n0,Track 29,1988.0,429028.0,90.0,['English Language'],"['United States of America', 'United Kingdom']",['Drama'],1222,5000000.0,19304.0,5.8,Nicolas Roeg,1988.0
28010827,/m/0c3tkft,Open Season 3,2010.0,7399925.0,75.0,['English Language'],['United States of America'],"['Computer Animation', 'Family Film', 'Animation']",1223,,,5.0,Cody Cameron,2011.0
6973699,/m/0gzfhh,And God Created Woman,1988.0,717376.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Drama', 'Remake', 'Indie', 'Comedy']",1224,,393647.0,4.4,Roger Vadim,1988.0
33096336,/m/0h66h0p,"Jeff, Who Lives at Home",2011.0,4269426.0,83.0,['English Language'],['United States of America'],['Comedy film'],1225,10000000.0,855709.0,6.4,Jay Duplass,2012.0
24207129,/m/07l50_1,A Single Man,2009.0,24964890.0,101.0,"['English Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']",1226,7000000.0,217332.0,7.5,Tom Ford,2010.0
4572965,/m/0c9jj9,Hostel 2,2007.0,35619521.0,94.0,"['Czech Language', 'Italian Language', 'English Language', 'Slovak Language']",['United States of America'],"['Thriller', 'Cult', 'Horror', 'Slasher']",1227,10200000.0,8203391.0,5.5,Eli Roth,2007.0
5884079,/m/0fbrd7,Bangkok Dangerous,2008.0,82486154.0,97.0,"['English Language', 'Thai Language']",['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Crime Thriller', 'Action']",1228,45000000.0,7783266.0,5.3,Danny Pang,2008.0
15670779,/m/03np63f,The House of Mirth,2000.0,3041803.0,140.0,[],['United Kingdom'],"['Black-and-white', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1229,10000000.0,48770.0,7.0,Terence Davies,2000.0
399402,/m/023p33,Cinderella,1950.0,85000000.0,74.0,['English Language'],['United States of America'],"['Romance Film', 'Fantasy', 'Family Film', 'Musical', 'Animation']",1230,2900000.0,1300000.0,7.3,Clyde Geronimi,1950.0
22224559,/m/07ykkx5,The Last Song,2010.0,89041656.0,107.0,['English Language'],['United States of America'],"['Coming of age', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Teen']",1231,20000000.0,16007426.0,6.0,Julie Anne Robinson,2010.0
22342112,/m/05t022w,Petersen,1974.0,1363000.0,97.0,['English Language'],['Australia'],['Drama'],1232,,,6.5,Tim Burstall,1975.0
4836072,/m/0cq7kw,My Fair Lady,1964.0,72000000.0,172.0,['English Language'],['United States of America'],"['Costume drama', 'Roadshow theatrical release', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film']",1233,17000000.0,354764.0,7.7,George Cukor,1964.0
2121431,/m/06nmwj,The House of Yes,1997.0,626057.0,85.0,['English Language'],['United States of America'],"['Sex comedy', 'Indie', 'Cult', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']",1234,1500000.0,63266.0,6.5,Mark Waters,1997.0
736262,/m/036z4q,The Sure Thing,1985.0,18135531.0,95.0,['English Language'],['United States of America'],"['Romantic comedy', 'Adventure', 'Road movie', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Teen']",1235,4500000.0,3124782.0,7.0,Rob Reiner,1985.0
5240350,/m/0d9j9b,Big Bad Mama,1974.0,4000000.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Comedy', 'Crime Thriller']",1236,,,5.7,Steve Carver,1975.0
18195326,/m/04cth_t,Life is Cool,2008.0,28100.0,95.0,['Korean Language'],['South Korea'],['Romance Film'],1237,,,6.8,Equan Choi,2008.0
12095072,/m/02vpp9c,House of Cards,1993.0,322871.0,109.0,['English Language'],['United States of America'],['Drama'],1238,10500000.0,12753.0,6.1,Michael Lessac,1993.0
27383563,/m/0by1wkq,Looper,2012.0,136513833.0,118.0,['English Language'],['United States of America'],"['Science Fiction', 'Action']",1239,30000000.0,20801552.0,7.4,Rian Johnson,2012.0
5565338,/m/0dstt0,Stroker Ace,1983.0,13000000.0,94.0,['English Language'],['United States of America'],"['Action/Adventure', 'Screwball comedy', 'Action Comedy', 'Sports', 'Comedy', 'Action', 'Auto racing']",1240,,4668135.0,4.9,Hal Needham,1983.0
6244632,/m/0fymw0,Crossover,2006.0,7009668.0,95.0,['English Language'],['United States of America'],"['Sports', 'Coming of age', 'Action', 'Drama', 'Teen']",1241,5800000.0,3767567.0,2.2,Preston A. Whitmore II,2006.0
1231856,/m/04kkxx,For Love of the Game,1999.0,46112640.0,137.0,['English Language'],['United States of America'],"['Sports', 'Romantic drama', 'Romance Film', 'Drama']",1242,80000000.0,13041685.0,6.6,Sam Raimi,1999.0
1612686,/m/05gmn3,Halloween Resurrection,2002.0,37664855.0,89.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']",1243,13000000.0,12292121.0,3.9,Rick Rosenthal,2002.0
31707381,/m/09kjprg,The Way to the Gold,1957.0,2900000.0,94.0,['English Language'],['United States of America'],"['Drama', 'Adventure']",1244,920000.0,,6.1,Robert D. Webb,1957.0
5080311,/m/0d1t91,The Badlanders,1958.0,2105000.0,85.0,['English Language'],['United States of America'],"['Action/Adventure', 'Crime Fiction', 'Western', 'Action', 'Heist']",1245,1436000.0,,6.4,Delmer Daves,1958.0
8948959,/m/027qvhg,The Beast of the City,1932.0,408000.0,86.0,['English Language'],['United States of America'],"['Crime Fiction', 'Pre-Code', 'Melodrama', 'Drama', 'Film noir']",1246,230000.0,,6.7,Charles Brabin,1932.0
8610844,/m/0279xlz,Three Violent People,1956.0,1200000.0,99.0,['English Language'],['United States of America'],"['Western', 'Family Drama', 'Drama', 'Period piece']",1247,,,6.3,Rudolph Maté,1956.0
2028217,/m/06g77c,Inland Empire,2006.0,4028293.0,197.0,"['Polish Language', 'English Language']","['Poland', 'United States of America', 'France']","['Thriller', 'Ensemble Film', 'Horror', 'Indie', 'Experimental film', 'Surrealism', 'Psychological thriller', 'Mystery', 'Drama', 'Avant-garde']",1248,,27508.0,6.8,David Lynch,2007.0
14613957,/m/03gqmqv,Rose of the Rancho,1914.0,87028.0,93.0,"['Silent film', 'English Language']",['United States of America'],"['Western', 'Silent film', 'Black-and-white', 'Indie']",1249,16988.0,,3.4,Cecil B. DeMille,1914.0
4724834,/m/0ck650,Asterix and the Vikings,,22501596.0,78.0,['French Language'],['France'],"[""Children's/Family"", 'Animation']",1250,,,6.0,Stefan Fjeldmark,2006.0
34055313,/m/0hr2hsx,American Adobo,,344992.0,104.0,[],[],"['Romantic comedy', 'Romance Film', 'Comedy']",1251,,41001.0,4.8,Laurice Guillen,2002.0
1157158,/m/04c13q,Death to Smoochy,2002.0,8382938.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Black comedy', 'Satire', 'Comedy']",1252,50000000.0,4266463.0,6.3,Danny DeVito,2002.0
16647548,/m/03yjhrd,Fixed Bayonets!,1951.0,1450000.0,92.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",1253,,,6.9,Samuel Fuller,1951.0
3028248,/m/08ll9g,Chances Are,1989.0,16278590.0,108.0,['English Language'],['United States of America'],"['Romantic comedy', 'Fantasy', 'Comedy', 'Romance Film', 'Fantasy Comedy', 'Romantic fantasy', 'Religious Film']",1254,16000000.0,3664386.0,6.5,Emile Ardolino,1989.0
4501185,/m/0c5skt,Universal Soldier: The Return,1999.0,10937893.0,89.0,['English Language'],['United States of America'],"['Action/Adventure', 'Thriller', 'Science Fiction', 'Martial Arts Film', 'Action']",1255,45000000.0,4605167.0,4.2,Mic Rodgers,1999.0
5877719,/m/0fbct3,3 Strikes,2000.0,9832166.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'Comedy of Errors', 'Action']",1256,3400000.0,3684704.0,4.7,DJ Pooh,2000.0
3059075,/m/08ns88,Brain Donors,1992.0,918239.0,79.0,['English Language'],['United States of America'],"['Absurdism', 'Buddy film', 'Comedy', 'Slapstick']",959,,504057.0,6.9,Dennis Dugan,1992.0
142274,/m/011xrr,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,6227998.0,102.0,['English Language'],['United States of America'],"['Cult', 'Parody', 'Science Fiction', 'Adventure', 'Comedy']",1257,,620279.0,6.2,W.D. Richter,1984.0
26149260,/m/0ccbhm0,Dylan Dog: Dead of Night,2010.0,6734962.0,107.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Science Fiction', 'Horror', 'Comedy']",1258,20000000.0,754779.0,5.1,Kevin Munroe,2011.0
26967810,/m/0brzpsy,Of Gods and Men,2010.0,3950029.0,122.0,"['French Language', 'Arabic Language']",['France'],"['History', 'Drama', 'Religious Film', 'World cinema', 'War film']",1259,4000000.0,308895.0,7.2,Xavier Beauvois,2011.0
1871167,/m/062mn_,Welcome to Mooseport,2004.0,14000000.0,110.0,['English Language'],"['United States of America', 'Germany']","['Political cinema', 'Romance Film', 'Americana', 'Comedy']",1260,30000000.0,6775132.0,5.3,Donald Petrie,2004.0
